Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
KIF6		5	5	0.5%	No
LRWD1		5	5	0.5%	No
ADGRG3		5	5	0.5%	No
ATP6V1C2		5	5	0.5%	No
RICTOR		5	5	0.5%	Yes
ZBTB38		5	5	0.5%	No
SNX32		5	5	0.5%	No
LPCAT4		5	5	0.5%	No
OR2T6		5	5	0.5%	No
RASGEF1C		5	5	0.5%	No
TMEM151A		5	5	0.5%	No
CATSPERE		5	5	0.5%	No
ZNF311		6	5	0.5%	No
DPY19L2		6	5	0.5%	No
CCDC57		5	5	0.5%	No
SNHG28		5	5	0.5%	No
SLC9A9		5	5	0.5%	No
ZNF660		5	5	0.5%	No
PNPLA1		6	5	0.5%	No
STON1-GTF2A1L		5	5	0.5%	No
TRARG1		5	5	0.5%	No
DHRS4L2		5	5	0.5%	No
PPM1J		5	5	0.5%	No
ST8SIA6		5	5	0.5%	No
KRT79		5	5	0.5%	No
ENPP7		6	5	0.5%	No
MYPOP		6	5	0.5%	No
RXFP4		5	5	0.5%	No
COL28A1		6	5	0.5%	No
NEK5		5	5	0.5%	No
CCDC18		5	5	0.5%	No
MYBPHL		5	5	0.5%	No
XKR7		5	5	0.5%	No
SH3RF3		5	5	0.5%	No
GPR148		5	5	0.5%	No
RTP2		5	5	0.5%	No
RSPH4A		9	5	0.5%	No
ZNF713		5	5	0.5%	No
LCE2C		5	5	0.5%	No
ZNF233		5	5	0.5%	No
ZNF773		5	5	0.5%	No
PEAR1		5	5	0.5%	No
RBM44		5	5	0.5%	No
STIMATE		5	5	0.5%	No
VWC2		5	5	0.5%	No
SLC27A1		6	5	0.5%	No
NPSR1		5	5	0.5%	No
INSC		5	5	0.5%	No
CEACAM16		6	5	0.5%	No
IQCF2		5	5	0.5%	No
RBM12B		5	5	0.5%	No
MAP3K15		5	5	0.5%	No
ACCSL		5	5	0.5%	No
OR5W2		5	5	0.5%	No
OR8H2		5	5	0.5%	No
OR5T1		5	5	0.5%	No
OR5M1		5	5	0.5%	No
KBTBD13		5	5	0.5%	No
PTX4		5	5	0.5%	No
OR7G3		5	5	0.5%	No
OR10K2		5	5	0.5%	No
OR10K1		5	5	0.5%	No
OR2M2		5	5	0.5%	No
C9ORF139		5	5	0.5%	No
ZBTB34		5	5	0.5%	No
LHX8		5	5	0.5%	No
OR10J3		5	5	0.5%	No
GALNTL6		5	5	0.5%	No
FOXB2		5	5	0.5%	No
FAM47C		8	5	0.5%	No
PALM2-AKAP2		5	5	0.5%	No
TRIM72		5	5	0.5%	No
WEE2		5	5	0.5%	No
KIAA0754		5	5	0.5%	No
ZNF862		5	5	0.5%	No
FAM86B2		5	5	0.5%	No
SNORA56		5	5	0.5%	No
ELOA3B		5	5	0.5%	No
SFTPA2		5	5	0.5%	No
RAD51AP2		5	5	0.5%	No
CEMP1		5	5	0.5%	No
ACADSB		4	4	0.4%	No
ACAT1		4	4	0.4%	No
ACR		4	4	0.4%	No
ACO2		4	4	0.4%	No
ACTN2		4	4	0.4%	No
ACY1		4	4	0.4%	No
ADAM8		4	4	0.4%	No
ADCYAP1R1		4	4	0.4%	No
ADD1		4	4	0.4%	No
AP2A1		4	4	0.4%	No
AFM		4	4	0.4%	No
AGA		4	4	0.4%	No
AGTR1		4	4	0.4%	No
AHR		4	4	0.4%	No
ALAS1		5	4	0.4%	No
ALDH3A1		4	4	0.4%	No
ALDH1A3		4	4	0.4%	No
ANPEP		4	4	0.4%	No
ANXA4		5	4	0.4%	No
ANXA5		4	4	0.4%	No
ANXA6		4	4	0.4%	No
APBA2		4	4	0.4%	No
AIRE		4	4	0.4%	No
APLP1		5	4	0.4%	No
APLP2		4	4	0.4%	No
APOBEC1		4	4	0.4%	No
AQP2		4	4	0.4%	No
AQP6		4	4	0.4%	No
ARHGAP4		4	4	0.4%	No
ARSE		4	4	0.4%	No
SERPINC1		4	4	0.4%	No
ATOH1		4	4	0.4%	No
ATP2A2		4	4	0.4%	No
ATP4A		4	4	0.4%	No
ATP5F1A		4	4	0.4%	No
ALDH7A1		4	4	0.4%	No
BACH1		4	4	0.4%	No
BDH1		4	4	0.4%	No
BDKRB2		4	4	0.4%	No
CEACAM1		4	4	0.4%	No
BHMT		5	4	0.4%	No
BMPR1A		4	4	0.4%	Yes
BMPR2		4	4	0.4%	No
BTD		4	4	0.4%	No
BUB1B		6	4	0.4%	Yes
C1QB		4	4	0.4%	No
C3AR1		4	4	0.4%	No
C8A		6	4	0.4%	No
C8B		4	4	0.4%	No
CA3		4	4	0.4%	No
CA12		4	4	0.4%	No
DDR1		5	4	0.4%	Yes
SLC25A20		4	4	0.4%	No
CAPN3		4	4	0.4%	No
CAPN6		4	4	0.4%	No
CAPZA1		4	4	0.4%	No
CARS		4	4	0.4%	Yes
CASP9		4	4	0.4%	No
CBFA2T3		4	4	0.4%	Yes
CCIN		4	4	0.4%	No
CCKAR		4	4	0.4%	No
KRIT1		4	4	0.4%	No
CCNG2		4	4	0.4%	No
CD1B		4	4	0.4%	No
CD5L		4	4	0.4%	No
CD7		4	4	0.4%	No
SCARB1		5	4	0.4%	No
ENTPD3		4	4	0.4%	No
CDC5L		4	4	0.4%	No
CDC6		4	4	0.4%	No
CDC25A		5	4	0.4%	No
CDH7		4	4	0.4%	No
CDH15		4	4	0.4%	No
CETP		4	4	0.4%	No
CTSC		4	4	0.4%	No
CFTR		5	4	0.4%	No
CEACAM8		4	4	0.4%	No
CHAD		4	4	0.4%	No
CHIT1		4	4	0.4%	No
CHM		4	4	0.4%	No
CHRNA3		4	4	0.4%	No
CHRNB2		4	4	0.4%	No
CLCN3		4	4	0.4%	No
CLCNKA		4	4	0.4%	No
CLU		5	4	0.4%	No
CLIC2		4	4	0.4%	No
CLN3		4	4	0.4%	No
CLPTM1		4	4	0.4%	No
CMA1		4	4	0.4%	No
CCR4		4	4	0.4%	No
CCR7		4	4	0.4%	No
COL3A1		4	4	0.4%	No
COL8A2		4	4	0.4%	No
COPB1		4	4	0.4%	No
MAP3K8		4	4	0.4%	No
CREB1		4	4	0.4%	Yes
ATF6B		4	4	0.4%	No
CRHR2		4	4	0.4%	No
HAPLN1		4	4	0.4%	No
CRX		4	4	0.4%	No
CSNK1G2		4	4	0.4%	No
CTNNA1		4	4	0.4%	Yes
CYP1A2		4	4	0.4%	No
CYP3A5		4	4	0.4%	No
DAXX		4	4	0.4%	Yes
DDOST		4	4	0.4%	No
DDX6		4	4	0.4%	Yes
DDX11		4	4	0.4%	No
DES		4	4	0.4%	No
GSDME		4	4	0.4%	No
COCH		4	4	0.4%	No
DHCR24		4	4	0.4%	No
DIO3		4	4	0.4%	No
DOK1		4	4	0.4%	No
DPH2		4	4	0.4%	No
DPP4		4	4	0.4%	No
DPYD		4	4	0.4%	No
DRD3		4	4	0.4%	No
ATN1		5	4	0.4%	No
ECM2		5	4	0.4%	No
DUSP8		4	4	0.4%	No
DVL1		4	4	0.4%	No
DYRK1A		4	4	0.4%	No
E2F1		5	4	0.4%	No
E4F1		5	4	0.4%	No
EDN2		4	4	0.4%	No
EDN3		4	4	0.4%	No
EDNRB		4	4	0.4%	No
PHC2		4	4	0.4%	No
EFNA3		4	4	0.4%	No
EIF4B		5	4	0.4%	No
EIF4G2		4	4	0.4%	No
ELAVL2		4	4	0.4%	No
ELAVL4		4	4	0.4%	No
EMD		4	4	0.4%	No
MARK2		4	4	0.4%	No
EMX1		4	4	0.4%	No
EMX2		5	4	0.4%	No
EPB42		4	4	0.4%	No
EPHA4		6	4	0.4%	No
EYA4		4	4	0.4%	No
ERCC3		4	4	0.4%	Yes
ERG		5	4	0.4%	Yes
ESR1		4	4	0.4%	Yes
ESR2		4	4	0.4%	No
ETFDH		4	4	0.4%	No
ETS1		4	4	0.4%	Yes
ETV1		4	4	0.4%	Yes
EVX1		4	4	0.4%	No
EYA3		4	4	0.4%	No
F11		4	4	0.4%	No
ACSL3		4	4	0.4%	Yes
PTK2B		4	4	0.4%	No
FANCB		4	4	0.4%	No
FANCG		4	4	0.4%	Yes
FDXR		4	4	0.4%	No
FES		4	4	0.4%	Yes
FGF11		4	4	0.4%	No
FGF12		4	4	0.4%	Yes
FGFR2		4	4	0.4%	Yes
FHL1		4	4	0.4%	No
FOXE1		4	4	0.4%	No
FOXD2		4	4	0.4%	No
FLI1		4	4	0.4%	Yes
FOSB		4	4	0.4%	No
KDSR		4	4	0.4%	Yes
FYN		4	4	0.4%	Yes
G6PC		4	4	0.4%	No
GABRA2		4	4	0.4%	No
GABRR2		4	4	0.4%	No
GAD1		4	4	0.4%	No
GALNS		4	4	0.4%	No
LRRC32		4	4	0.4%	No
GATA2		4	4	0.4%	Yes
GBE1		4	4	0.4%	No
GDNF		4	4	0.4%	No
GFAP		4	4	0.4%	No
GFI1		4	4	0.4%	No
GGT7		4	4	0.4%	No
GH1		4	4	0.4%	No
GHR		4	4	0.4%	No
CBLIF		4	4	0.4%	No
GIPR		4	4	0.4%	No
GJA4		4	4	0.4%	No
GJA5		4	4	0.4%	No
GLUD1		4	4	0.4%	No
GNA11		4	4	0.4%	Yes
GOLGA2		4	4	0.4%	No
GPD2		4	4	0.4%	No
GPR4		4	4	0.4%	No
GPR35		4	4	0.4%	No
GPS2		6	4	0.4%	Yes
GRIN2D		4	4	0.4%	No
GSTM2		4	4	0.4%	No
GUCA1A		4	4	0.4%	No
GZMH		4	4	0.4%	No
HCFC1		5	4	0.4%	No
HELLS		5	4	0.4%	No
HGD		4	4	0.4%	No
HIC1		4	4	0.4%	No
MR1		4	4	0.4%	No
HLX		5	4	0.4%	No
ONECUT1		4	4	0.4%	No
HOXA2		4	4	0.4%	No
HOXB3		5	4	0.4%	No
HOXB5		4	4	0.4%	No
HOXD10		4	4	0.4%	No
HOXD11		4	4	0.4%	Yes
HPS1		4	4	0.4%	No
AGFG1		4	4	0.4%	No
HSD17B3		4	4	0.4%	No
HSPA2		4	4	0.4%	No
HSP90AA1		4	4	0.4%	Yes
HSPD1		4	4	0.4%	No
NDST1		4	4	0.4%	No
FOXN2		4	4	0.4%	No
HTR1A		4	4	0.4%	No
HTR1D		4	4	0.4%	No
HTR2A		4	4	0.4%	No
HTR2B		4	4	0.4%	No
HYAL1		4	4	0.4%	No
ICAM1		5	4	0.4%	No
IDH2		4	4	0.4%	Yes
IFI35		5	4	0.4%	No
SP110		5	4	0.4%	No
IFRD1		4	4	0.4%	No
IGHMBP2		4	4	0.4%	No
IK		4	4	0.4%	No
IL1RAP		4	4	0.4%	No
IL11RA		4	4	0.4%	No
IL12A		4	4	0.4%	No
IL12RB2		4	4	0.4%	No
FOXK2		4	4	0.4%	No
ILF2		4	4	0.4%	No
INSM1		4	4	0.4%	No
INSR		4	4	0.4%	Yes
ITGA6		4	4	0.4%	No
IREB2		4	4	0.4%	No
IRF3		4	4	0.4%	No
IRF4		4	4	0.4%	Yes
IRF6		4	4	0.4%	No
ITIH1		4	4	0.4%	No
KCNA6		4	4	0.4%	No
KCNA7		4	4	0.4%	No
KCNC1		4	4	0.4%	No
KCNG1		4	4	0.4%	No
KCNJ4		4	4	0.4%	No
KCNJ5		4	4	0.4%	Yes
KCNJ11		4	4	0.4%	No
KCNJ14		4	4	0.4%	No
KCNMB1		4	4	0.4%	No
KCNN2		4	4	0.4%	No
KEL		4	4	0.4%	Yes
KIFC3		5	4	0.4%	No
KLC1		4	4	0.4%	No
KPNB1		5	4	0.4%	No
KPNA4		4	4	0.4%	No
KRT1		4	4	0.4%	No
KRT4		4	4	0.4%	No
KRT6A		4	4	0.4%	No
KRT33A		4	4	0.4%	No
KRT34		4	4	0.4%	No
KRT83		4	4	0.4%	No
LAIR1		4	4	0.4%	No
LAMC2		4	4	0.4%	No
LBR		4	4	0.4%	No
LCAT		4	4	0.4%	No
LGALS3BP		4	4	0.4%	No
LSP1		4	4	0.4%	No
LTBR		4	4	0.4%	No
CAPRIN1		4	4	0.4%	No
MAB21L1		5	4	0.4%	No
SMAD1		4	4	0.4%	No
SMAD7		4	4	0.4%	No
MAG		4	4	0.4%	No
MAGEA11		4	4	0.4%	No
MAN2C1		4	4	0.4%	No
MAP4		4	4	0.4%	No
MAP6		4	4	0.4%	No
MARK3		4	4	0.4%	No
MAS1		4	4	0.4%	No
MBL2		4	4	0.4%	No
MC3R		4	4	0.4%	No
MC4R		4	4	0.4%	No
CD46		4	4	0.4%	No
ADAM11		4	4	0.4%	No
ME2		4	4	0.4%	No
MAP3K3		4	4	0.4%	No
MGAT3		4	4	0.4%	No
MIA2		5	4	0.4%	No
MID1		4	4	0.4%	No
MAP3K10		5	4	0.4%	No
MAP3K11		4	4	0.4%	No
MME		4	4	0.4%	No
MMP3		4	4	0.4%	No
MSH5		4	4	0.4%	No
MSX2		4	4	0.4%	No
MTIF2		4	4	0.4%	No
MYO1F		4	4	0.4%	No
MTNR1B		4	4	0.4%	No
MVD		4	4	0.4%	No
MX1		4	4	0.4%	No
MYB		4	4	0.4%	Yes
MYBL2		5	4	0.4%	No
MYOD1		4	4	0.4%	Yes
NAGLU		4	4	0.4%	No
NAP1L1		4	4	0.4%	No
CEACAM6		4	4	0.4%	No
NCAM1		4	4	0.4%	No
NCBP1		4	4	0.4%	No
NCF4		4	4	0.4%	No
NEDD4		4	4	0.4%	No
NF2		4	4	0.4%	Yes
NFE2L1		4	4	0.4%	No
NFIB		4	4	0.4%	Yes
NFKBIB		4	4	0.4%	No
NGF		4	4	0.4%	No
NHLH2		4	4	0.4%	No
NKTR		5	4	0.4%	No
NOP2		5	4	0.4%	No
NONO		4	4	0.4%	Yes
NOVA2		4	4	0.4%	No
NPAS2		5	4	0.4%	No
NPC1		6	4	0.4%	No
NPY2R		4	4	0.4%	No
NPY5R		4	4	0.4%	No
NRF1		4	4	0.4%	No
YBX1		4	4	0.4%	No
NUP88		5	4	0.4%	No
NR4A2		4	4	0.4%	No
NVL		4	4	0.4%	No
TNFRSF11B		4	4	0.4%	No
OR3A1		4	4	0.4%	No
OTX1		4	4	0.4%	No
OVGP1		4	4	0.4%	No
P2RX1		4	4	0.4%	No
P2RY2		5	4	0.4%	No
P4HB		4	4	0.4%	No
PCSK6		4	4	0.4%	No
PAEP		4	4	0.4%	No
PRDX1		4	4	0.4%	No
PAK2		4	4	0.4%	No
PAX3		5	4	0.4%	Yes
PAX4		4	4	0.4%	No
PBX3		4	4	0.4%	No
PCK1		4	4	0.4%	No
PDE1C		4	4	0.4%	No
PDE4B		4	4	0.4%	No
PDE4D		4	4	0.4%	No
PDE6A		4	4	0.4%	No
PDE9A		5	4	0.4%	No
PDGFRB		4	4	0.4%	Yes
SLC26A4		4	4	0.4%	No
PDYN		4	4	0.4%	No
PEX7		4	4	0.4%	No
PEX13		4	4	0.4%	No
PFAS		5	4	0.4%	No
PGR		4	4	0.4%	Yes
PHKB		4	4	0.4%	No
SERPINB13		4	4	0.4%	No
SERPINI2		4	4	0.4%	No
PIGR		4	4	0.4%	No
PIP4K2A		4	4	0.4%	No
PITX2		5	4	0.4%	No
PKLR		4	4	0.4%	No
PLAGL2		4	4	0.4%	No
PLCD1		4	4	0.4%	No
PLD1		4	4	0.4%	No
PLOD1		4	4	0.4%	No
PLTP		4	4	0.4%	No
PMS2		6	4	0.4%	Yes
POLA1		4	4	0.4%	No
POLD1		5	4	0.4%	Yes
POLR2C		4	4	0.4%	No
POMC		4	4	0.4%	No
PPARD		5	4	0.4%	No
PPM1G		4	4	0.4%	No
PPP1R10		5	4	0.4%	No
PPP2R1B		4	4	0.4%	No
PPP2R5A		4	4	0.4%	No
PPP2R5B		4	4	0.4%	No
PPP3CA		4	4	0.4%	No
PRKCA		4	4	0.4%	No
PRKCI		4	4	0.4%	Yes
PRKD1		6	4	0.4%	Yes
PRKG2		4	4	0.4%	No
MAP2K6		4	4	0.4%	No
PRLR		4	4	0.4%	No
PSG1		4	4	0.4%	No
PSMB10		4	4	0.4%	No
PSME2		4	4	0.4%	No
PTGIS		4	4	0.4%	No
TWF1		4	4	0.4%	No
PEX2		4	4	0.4%	No
MAP4K2		4	4	0.4%	No
RABGGTA		4	4	0.4%	No
RAF1		4	4	0.4%	Yes
RAP1GAP		4	4	0.4%	No
RARG		4	4	0.4%	No
RBBP5		4	4	0.4%	No
RELB		5	4	0.4%	No
RFPL1		4	4	0.4%	No
RFX4		4	4	0.4%	No
RFX5		4	4	0.4%	No
RHAG		4	4	0.4%	No
RHD		4	4	0.4%	No
RNASEL		4	4	0.4%	No
RPE65		4	4	0.4%	No
RPL3L		4	4	0.4%	No
MRPL23		4	4	0.4%	No
RPS6KA1		4	4	0.4%	No
RXRA		4	4	0.4%	Yes
SORT1		4	4	0.4%	No
SAG		4	4	0.4%	No
SCP2		5	4	0.4%	No
SELE		4	4	0.4%	No
SEMG1		4	4	0.4%	No
SHC1		4	4	0.4%	No
ST3GAL3		4	4	0.4%	No
SLC1A2		4	4	0.4%	Yes
SLC1A5		4	4	0.4%	No
SLC1A7		4	4	0.4%	No
SLC6A4		4	4	0.4%	No
SLC6A9		4	4	0.4%	No
SLC6A11		5	4	0.4%	No
SLC6A12		4	4	0.4%	No
SLC7A4		4	4	0.4%	No
SLC13A1		4	4	0.4%	No
SLC16A2		4	4	0.4%	No
SLC18A3		4	4	0.4%	No
SLCO2A1		4	4	0.4%	No
SMARCC1		4	4	0.4%	No
SMO		4	4	0.4%	Yes
SOAT1		4	4	0.4%	No
SOS1		5	4	0.4%	Yes
SOS2		4	4	0.4%	No
SOX11		4	4	0.4%	No
SP2		4	4	0.4%	No
SP4		5	4	0.4%	No
SPAG1		4	4	0.4%	No
SQLE		4	4	0.4%	No
SRC		4	4	0.4%	Yes
SREBF1		5	4	0.4%	No
TRIM21		4	4	0.4%	No
RO60		4	4	0.4%	No
SSTR5		5	4	0.4%	No
STAT2		4	4	0.4%	No
AURKAP1		4	4	0.4%	No
ADAM17		5	4	0.4%	No
TAF6		4	4	0.4%	No
MAP3K7		4	4	0.4%	Yes
TAP2		4	4	0.4%	Yes
TBX2		5	4	0.4%	No
HNF1B		4	4	0.4%	No
TCF12		4	4	0.4%	Yes
ZNF354A		5	4	0.4%	No
TF		4	4	0.4%	No
TGFB1I1		4	4	0.4%	No
TGFB2		4	4	0.4%	No
TGFBR1		4	4	0.4%	Yes
TGFBR3		4	4	0.4%	No
TGM1		4	4	0.4%	No
THOP1		4	4	0.4%	No
TLR1		4	4	0.4%	No
TLR4		4	4	0.4%	No
CLDN5		4	4	0.4%	No
TNFAIP2		4	4	0.4%	No
TP73		5	4	0.4%	No
HSP90B1		5	4	0.4%	No
TRAF2		4	4	0.4%	Yes
TRO		4	4	0.4%	No
TRPC5		4	4	0.4%	No
TSC1		4	4	0.4%	Yes
EIPR1		4	4	0.4%	No
TTK		4	4	0.4%	No
TUFT1		4	4	0.4%	No
TYK2		4	4	0.4%	Yes
TYR		4	4	0.4%	No
UBE3A		5	4	0.4%	No
UGT2B4		4	4	0.4%	No
UGT2B17		4	4	0.4%	No
USP4		4	4	0.4%	No
UPP1		4	4	0.4%	No
VDR		5	4	0.4%	No
VEGFB		4	4	0.4%	No
VEGFC		4	4	0.4%	No
VGF		4	4	0.4%	No
VHL		4	4	0.4%	Yes
WEE1		4	4	0.4%	No
XPNPEP2		4	4	0.4%	No
ZNF2		4	4	0.4%	No
ZNF711		4	4	0.4%	No
ZNF18		5	4	0.4%	No
ZNF23		4	4	0.4%	No
ZNF24		4	4	0.4%	Yes
ZSCAN20		5	4	0.4%	No
ZNF33A		4	4	0.4%	No
ZNF221		4	4	0.4%	No
MKRN3		4	4	0.4%	No
ZNF131		4	4	0.4%	No
ZNF213		4	4	0.4%	No
ZNF215		4	4	0.4%	No
ZNF226		4	4	0.4%	No
ZNF230		4	4	0.4%	No
LRP8		4	4	0.4%	No
RNF103		5	4	0.4%	No
SCG2		4	4	0.4%	No
SLMAP		4	4	0.4%	No
ST8SIA4		4	4	0.4%	No
TFPI2		4	4	0.4%	No
ARHGEF5		4	4	0.4%	No
BRD3		4	4	0.4%	Yes
FGF23		4	4	0.4%	Yes
USP5		5	4	0.4%	No
MLF2		4	4	0.4%	No
ALX1		4	4	0.4%	No
IFT88		4	4	0.4%	No
ZRSR2		4	4	0.4%	Yes
KDM5C		4	4	0.4%	Yes
SMC1A		5	4	0.4%	Yes
KDM5D		4	4	0.4%	No
ACOX2		7	4	0.4%	No
FZD6		4	4	0.4%	No
FZD7		5	4	0.4%	No
FZD8		4	4	0.4%	No
GFI1B		4	4	0.4%	No
HIST2H2AC		4	4	0.4%	No
HIST2H2BE		4	4	0.4%	No
MAD1L1		5	4	0.4%	No
SOX14		4	4	0.4%	No
SRPX		4	4	0.4%	No
BFSP2		4	4	0.4%	No
RECK		4	4	0.4%	No
CAVIN2		5	4	0.4%	No
RAD54L		4	4	0.4%	Yes
GNPAT		4	4	0.4%	No
DYRK3		5	4	0.4%	No
DHX16		4	4	0.4%	No
FOXN1		4	4	0.4%	No
TTF2		4	4	0.4%	No
KLF11		4	4	0.4%	No
SEMA7A		4	4	0.4%	No
PRSS12		4	4	0.4%	No
NIPSNAP1		4	4	0.4%	No
GCM1		4	4	0.4%	No
GAS7		4	4	0.4%	Yes
DGKE		4	4	0.4%	No
CAMK1		4	4	0.4%	No
CDK10		4	4	0.4%	No
PDXK		4	4	0.4%	No
RGS20		5	4	0.4%	No
PLPP1		4	4	0.4%	No
KCNK5		4	4	0.4%	No
NUMB		4	4	0.4%	No
DDX3Y		4	4	0.4%	No
PDE5A		4	4	0.4%	No
KRT38		4	4	0.4%	No
KRT36		4	4	0.4%	No
B4GALT3		4	4	0.4%	No
SERPINB7		4	4	0.4%	No
ADAM21		4	4	0.4%	No
ADAM20		5	4	0.4%	No
TNFRSF6B		4	4	0.4%	No
SCEL		4	4	0.4%	No
TNFRSF10A		4	4	0.4%	No
DYRK4		4	4	0.4%	No
CCNK		4	4	0.4%	No
CES2		5	4	0.4%	No
NRP1		4	4	0.4%	No
CD84		4	4	0.4%	No
ALKBH1		4	4	0.4%	No
TSC22D1		4	4	0.4%	No
CPNE3		4	4	0.4%	No
CDKL2		4	4	0.4%	No
TAF1C		4	4	0.4%	No
HIP1R		4	4	0.4%	No
BTAF1		4	4	0.4%	No
DOK2		4	4	0.4%	No
MAP7		4	4	0.4%	No
DIRAS3		4	4	0.4%	No
LDB2		4	4	0.4%	No
PKMYT1		4	4	0.4%	No
USP14		6	4	0.4%	No
USP2		4	4	0.4%	No
SLC16A6		4	4	0.4%	No
PRPF3		4	4	0.4%	No
RABEP1		4	4	0.4%	Yes
NEURL1		5	4	0.4%	No
DYRK1B		4	4	0.4%	No
SLC24A1		4	4	0.4%	No
GPR50		4	4	0.4%	No
CACNA2D2		5	4	0.4%	No
CYTH3		4	4	0.4%	No
BCL7C		4	4	0.4%	No
ZBTB22		5	4	0.4%	No
SOCS6		4	4	0.4%	No
CD83		4	4	0.4%	No
GTF3C5		4	4	0.4%	No
TGM5		4	4	0.4%	No
SLC9A3R2		4	4	0.4%	No
UBE4A		4	4	0.4%	No
LHX2		4	4	0.4%	No
ZFYVE9		4	4	0.4%	No
TM9SF2		4	4	0.4%	No
SLC22A8		4	4	0.4%	No
SLC22A14		5	4	0.4%	No
TMPRSS11D		4	4	0.4%	No
NTN1		4	4	0.4%	No
ABCG2		4	4	0.4%	No
CHST2		4	4	0.4%	No
NCR1		4	4	0.4%	No
MED26		6	4	0.4%	No
QKI		4	4	0.4%	Yes
FHL5		5	4	0.4%	No
PICK1		4	4	0.4%	No
ATG5		4	4	0.4%	Yes
NAPSA		4	4	0.4%	No
MAPK8IP1		4	4	0.4%	No
KIF23		4	4	0.4%	No
GDF15		4	4	0.4%	No
APBA3		4	4	0.4%	No
CHD1L		4	4	0.4%	No
BCAR1		5	4	0.4%	No
CLOCK		4	4	0.4%	No
SOX13		4	4	0.4%	No
ENTPD4		4	4	0.4%	No
AATK		4	4	0.4%	No
RGS6		4	4	0.4%	No
GNA14		4	4	0.4%	No
NUP155		4	4	0.4%	No
SEC24C		4	4	0.4%	No
TESMIN		4	4	0.4%	No
MICAL2		4	4	0.4%	No
RALGPS1		4	4	0.4%	No
FAM53B		4	4	0.4%	No
NUP93		4	4	0.4%	Yes
CEP57		4	4	0.4%	No
PCDHGA8		4	4	0.4%	No
CCDC144A		4	4	0.4%	No
KNTC1		5	4	0.4%	No
GIT2		4	4	0.4%	No
FCHSD2		4	4	0.4%	No
OSBPL2		4	4	0.4%	No
NUAK1		4	4	0.4%	No
FIG4		4	4	0.4%	No
UBAP2L		4	4	0.4%	No
KLHL21		4	4	0.4%	No
SGSM2		4	4	0.4%	No
ZBTB40		4	4	0.4%	No
PAN2		4	4	0.4%	No
ZBTB5		4	4	0.4%	No
P2RY14		4	4	0.4%	No
WDR1		4	4	0.4%	No
HS3ST4		4	4	0.4%	No
SLC12A6		4	4	0.4%	No
SH2B3		4	4	0.4%	Yes
MAMLD1		4	4	0.4%	No
SAE1		4	4	0.4%	No
ABCF2		4	4	0.4%	No
USH1C		5	4	0.4%	No
COL4A3BP		4	4	0.4%	No
TSPAN5		4	4	0.4%	No
RAD50		4	4	0.4%	Yes
ACTR1B		4	4	0.4%	No
PDIA6		4	4	0.4%	No
TRAP1		5	4	0.4%	No
OPTN		5	4	0.4%	No
RBM12		4	4	0.4%	No
FAM13A		4	4	0.4%	No
EBI3		4	4	0.4%	No
MBNL2		4	4	0.4%	No
AASS		4	4	0.4%	No
FARP1		4	4	0.4%	No
MPHOSPH10		4	4	0.4%	No
DHRS2		4	4	0.4%	No
GPA33		4	4	0.4%	No
PLIN3		4	4	0.4%	No
LRRC23		4	4	0.4%	No
LRRC17		4	4	0.4%	No
DENND4A		5	4	0.4%	No
SF3B4		4	4	0.4%	No
RAMP2		4	4	0.4%	No
AKAP8		4	4	0.4%	No
NET1		4	4	0.4%	No
UBE4B		5	4	0.4%	No
PAK4		4	4	0.4%	No
LANCL1		4	4	0.4%	No
SEMA3A		4	4	0.4%	No
TUBB3		4	4	0.4%	No
ST3GAL6		4	4	0.4%	No
BASP1		4	4	0.4%	No
RAPGEF3		4	4	0.4%	No
SEC24B		4	4	0.4%	No
TMEM147		5	4	0.4%	No
ZER1		4	4	0.4%	No
TACC3		5	4	0.4%	No
C1ORF61		4	4	0.4%	No
CRTAP		4	4	0.4%	No
CARM1		5	4	0.4%	Yes
SEMA4F		4	4	0.4%	No
APPBP2		4	4	0.4%	No
FBXW10		4	4	0.4%	No
CHERP		4	4	0.4%	No
ATG7		4	4	0.4%	No
DCTN2		4	4	0.4%	No
RPP30		4	4	0.4%	No
DPYSL4		4	4	0.4%	No
MAB21L2		4	4	0.4%	No
ERN2		4	4	0.4%	No
SLCO1B1		4	4	0.4%	No
PDLIM5		4	4	0.4%	No
TRIM3		4	4	0.4%	No
RBCK1		4	4	0.4%	No
TXNIP		4	4	0.4%	No
CELF1		4	4	0.4%	No
GNA13		4	4	0.4%	Yes
TNFSF13B		4	4	0.4%	No
CCT6B		4	4	0.4%	Yes
CCT8		4	4	0.4%	No
CORIN		4	4	0.4%	No
FAM189B		4	4	0.4%	No
PLK4		5	4	0.4%	No
STAG3		4	4	0.4%	No
PHTF1		4	4	0.4%	No
SLC17A3		4	4	0.4%	No
ZNF268		4	4	0.4%	No
CYSLTR1		4	4	0.4%	No
SDCCAG8		4	4	0.4%	No
HSPH1		5	4	0.4%	No
FTCD		4	4	0.4%	No
SLC22A7		4	4	0.4%	No
MALT1		4	4	0.4%	Yes
MMP24		4	4	0.4%	No
BRD8		4	4	0.4%	No
MTMR11		4	4	0.4%	No
EHMT2		4	4	0.4%	No
RALBP1		5	4	0.4%	No
EHD1		4	4	0.4%	No
POP1		4	4	0.4%	No
UGT2A1		4	4	0.4%	No
