Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
KIF1C		3	3	0.7%	No
KDM5B		3	3	0.7%	No
PLK2		3	3	0.7%	Yes
SLC17A3		3	3	0.7%	No
IQGAP2		3	3	0.7%	No
ZNF268		3	3	0.7%	No
SEPTIN9		4	3	0.7%	Yes
HSPH1		3	3	0.7%	No
TUBGCP2		3	3	0.7%	No
PDE10A		3	3	0.7%	No
PPP1R13L		3	3	0.7%	No
HPSE		3	3	0.7%	No
ARID5A		3	3	0.7%	Yes
CFHR3		3	3	0.7%	No
GPR83		3	3	0.7%	No
BRD8		3	3	0.7%	No
MTMR11		3	3	0.7%	No
SUGT1		3	3	0.7%	No
MAGED2		3	3	0.7%	No
BTNL3		3	3	0.7%	No
RALBP1		4	3	0.7%	No
UGT2A1		3	3	0.7%	No
IFI44L		3	3	0.7%	No
ASCC3		4	3	0.7%	No
METAP2		3	3	0.7%	No
IMMT		3	3	0.7%	No
SLC27A4		3	3	0.7%	No
SLC27A2		3	3	0.7%	No
LIAS		3	3	0.7%	No
TDRKH		3	3	0.7%	No
LILRB3		3	3	0.7%	No
LILRA3		3	3	0.7%	No
MID2		3	3	0.7%	No
DDX52		3	3	0.7%	No
DEPP1		3	3	0.7%	No
HSF2BP		3	3	0.7%	No
ADAM30		3	3	0.7%	No
NUP42		3	3	0.7%	No
BTN3A1		3	3	0.7%	No
PTPRT		4	3	0.7%	Yes
KIF3A		3	3	0.7%	No
CAPN10		3	3	0.7%	No
CDC37		3	3	0.7%	No
FICD		3	3	0.7%	No
ERLIN2		3	3	0.7%	No
MAP4K1		3	3	0.7%	No
CELF3		3	3	0.7%	No
PLPBP		3	3	0.7%	No
AKAP13		3	3	0.7%	No
AKAP10		4	3	0.7%	No
DDX20		3	3	0.7%	No
GALNT5		3	3	0.7%	No
PADI2		3	3	0.7%	No
SLC6A14		3	3	0.7%	No
XPOT		3	3	0.7%	No
SYNRG		3	3	0.7%	No
POU6F2		3	3	0.7%	No
PNKP		3	3	0.7%	No
SLCO2B1		3	3	0.7%	No
MGAT4A		3	3	0.7%	No
PDAP1		3	3	0.7%	No
TWF2		3	3	0.7%	No
RASA3		3	3	0.7%	No
HSPA4L		3	3	0.7%	No
PUF60		3	3	0.7%	No
VASH1		3	3	0.7%	No
ANKRD26		4	3	0.7%	No
CNKSR2		3	3	0.7%	No
PPP6R1		3	3	0.7%	No
ZHX2		3	3	0.7%	No
ZBTB1		3	3	0.7%	No
DIS3		3	3	0.7%	Yes
RPH3A		3	3	0.7%	No
ARHGEF15		3	3	0.7%	No
CARD8		3	3	0.7%	No
FAN1		3	3	0.7%	No
KIFAP3		3	3	0.7%	No
SCMH1		3	3	0.7%	No
SV2C		3	3	0.7%	No
MYH15		3	3	0.7%	No
STK38L		3	3	0.7%	No
FAIM2		3	3	0.7%	No
TMCC1		4	3	0.7%	No
KDM1A		3	3	0.7%	No
SAMD4A		3	3	0.7%	No
KIF21B		3	3	0.7%	No
NCOA6		4	3	0.7%	No
TBC1D9B		3	3	0.7%	No
SETX		3	3	0.7%	No
CMTR1		3	3	0.7%	No
AVL9		3	3	0.7%	No
ERC1		3	3	0.7%	Yes
TBC1D2B		3	3	0.7%	No
ATP10B		3	3	0.7%	No
CAMTA2		3	3	0.7%	No
COLGALT2		3	3	0.7%	No
PHF8		3	3	0.7%	No
ANKLE2		3	3	0.7%	No
NCDN		3	3	0.7%	No
RTF1		3	3	0.7%	No
RGL1		3	3	0.7%	No
MESD		3	3	0.7%	No
FAF2		3	3	0.7%	No
PMPCA		3	3	0.7%	No
JMJD6		3	3	0.7%	No
PACS2		3	3	0.7%	No
DENND5A		3	3	0.7%	No
PPIP5K2		3	3	0.7%	No
KLHL18		3	3	0.7%	No
KIAA1107		3	3	0.7%	No
AGTPBP1		3	3	0.7%	No
WSCD1		3	3	0.7%	No
NEMP1		3	3	0.7%	No
SATB2		4	3	0.7%	No
TRIM2		3	3	0.7%	No
USP22		3	3	0.7%	No
NEDD4L		3	3	0.7%	No
SASH1		3	3	0.7%	No
DOCK9		3	3	0.7%	No
TNS2		3	3	0.7%	No
SRGAP2		3	3	0.7%	No
ADNP		3	3	0.7%	No
KCNH3		3	3	0.7%	No
HARS2		3	3	0.7%	No
SLC35A3		3	3	0.7%	No
PHF3		3	3	0.7%	No
TRAM1		3	3	0.7%	No
BICRAL		3	3	0.7%	No
NUP188		3	3	0.7%	No
MORC3		3	3	0.7%	No
ARHGAP45		3	3	0.7%	No
ZNF281		4	3	0.7%	No
PIK3R5		3	3	0.7%	No
TNPO3		3	3	0.7%	No
ATP6V0A2		4	3	0.7%	No
LILRA4		3	3	0.7%	No
TSPAN15		4	3	0.7%	No
ZNF346		3	3	0.7%	No
CASP14		4	3	0.7%	No
KLHDC2		3	3	0.7%	No
LEMD3		3	3	0.7%	No
ORC3		3	3	0.7%	No
PATZ1		3	3	0.7%	Yes
AMACR		3	3	0.7%	No
MKRN1		3	3	0.7%	No
SH3BP1		3	3	0.7%	No
NTSR2		3	3	0.7%	No
PRND		3	3	0.7%	No
ARFIP2		3	3	0.7%	No
PLA2G15		4	3	0.7%	No
ZKSCAN5		3	3	0.7%	No
NAA80		3	3	0.7%	No
ZNF318		3	3	0.7%	No
SLC24A2		3	3	0.7%	No
C22ORF31		3	3	0.7%	No
DSTYK		4	3	0.7%	No
CFAP45		3	3	0.7%	No
ZNF324		3	3	0.7%	No
SAMM50		3	3	0.7%	No
ARIH1		3	3	0.7%	No
TPSG1		3	3	0.7%	No
FBXL2		4	3	0.7%	No
SULT4A1		3	3	0.7%	No
NBPF14		3	3	0.7%	No
PARM1		4	3	0.7%	No
USP49		3	3	0.7%	No
DCAF13		3	3	0.7%	No
ZNF473		3	3	0.7%	No
AHCTF1		3	3	0.7%	No
POT1		3	3	0.7%	Yes
RTTN		3	3	0.7%	No
MYRIP		3	3	0.7%	No
SAMHD1		3	3	0.7%	Yes
PNKD		3	3	0.7%	No
KRT23		3	3	0.7%	No
ULK3		3	3	0.7%	No
GORASP2		3	3	0.7%	No
L3MBTL1		3	3	0.7%	No
PLEKHG3		3	3	0.7%	No
UBXN7		3	3	0.7%	No
LRRTM2		3	3	0.7%	No
ZNF500		3	3	0.7%	No
RAI14		3	3	0.7%	No
ABHD12		3	3	0.7%	No
HERC4		3	3	0.7%	No
WIPI2		3	3	0.7%	No
TTLL3		3	3	0.7%	No
TRAF3IP1		3	3	0.7%	No
RIBC2		3	3	0.7%	No
ZNF337		3	3	0.7%	No
ABCA12		3	3	0.7%	No
OR1C1		3	3	0.7%	No
PTPN22		3	3	0.7%	No
OR2B6		3	3	0.7%	No
LRRC29		3	3	0.7%	No
KLHL3		3	3	0.7%	No
FBXO10		3	3	0.7%	No
FBXO3		3	3	0.7%	No
HIBCH		3	3	0.7%	No
EHF		3	3	0.7%	No
OR5H1		3	3	0.7%	No
SEZ6L2		3	3	0.7%	No
OR10A3		3	3	0.7%	No
AGO1		3	3	0.7%	Yes
LATS2		3	3	0.7%	Yes
CKAP2		4	3	0.7%	No
OR2T1		3	3	0.7%	No
OR2J2		3	3	0.7%	No
OR1L3		3	3	0.7%	No
OR1J2		3	3	0.7%	No
RANBP6		3	3	0.7%	No
FOXD3		3	3	0.7%	No
TRMT2A		3	3	0.7%	No
UTP25		3	3	0.7%	No
SND1		3	3	0.7%	Yes
TSPAN13		3	3	0.7%	No
SDCBP2		3	3	0.7%	No
DKK2		3	3	0.7%	No
FILIP1		3	3	0.7%	No
FAM184B		3	3	0.7%	No
ZNF777		3	3	0.7%	No
NDOR1		3	3	0.7%	No
AGO2		3	3	0.7%	Yes
SIGLEC9		3	3	0.7%	No
HCAR1		3	3	0.7%	No
C5AR2		3	3	0.7%	No
GPR162		3	3	0.7%	No
BBS9		3	3	0.7%	No
SESN1		3	3	0.7%	Yes
KLHL20		3	3	0.7%	No
TINAG		3	3	0.7%	No
SULT1B1		3	3	0.7%	No
DIMT1		3	3	0.7%	No
RBMS3		3	3	0.7%	No
ZNF330		3	3	0.7%	No
HTATSF1		3	3	0.7%	No
UBE2S		3	3	0.7%	No
POLM		4	3	0.7%	No
EML4		3	3	0.7%	Yes
TMEM121B		3	3	0.7%	No
CECR2		3	3	0.7%	No
SLCO4A1		3	3	0.7%	No
SLCO3A1		3	3	0.7%	No
TMPRSS11E		3	3	0.7%	No
KLF15		3	3	0.7%	No
SLC43A3		3	3	0.7%	No
FHOD1		3	3	0.7%	No
TBK1		3	3	0.7%	No
BRD7		3	3	0.7%	No
REPIN1		4	3	0.7%	No
SENP1		3	3	0.7%	No
ANAPC2		3	3	0.7%	No
EEF2K		3	3	0.7%	No
ST8SIA5		3	3	0.7%	No
RPA4		3	3	0.7%	No
PKN3		3	3	0.7%	No
PNMA3		3	3	0.7%	No
DPP7		3	3	0.7%	No
DMGDH		3	3	0.7%	No
NRBP1		3	3	0.7%	No
NXPH1		3	3	0.7%	No
TLX3		3	3	0.7%	Yes
HUNK		3	3	0.7%	No
PIK3R4		3	3	0.7%	No
NOX4		3	3	0.7%	No
CUZD1		3	3	0.7%	No
GEMIN4		3	3	0.7%	No
SLC45A1		3	3	0.7%	No
TAS2R3		3	3	0.7%	No
TRAT1		3	3	0.7%	No
PDE11A		3	3	0.7%	No
TBX22		3	3	0.7%	No
AMDHD2		3	3	0.7%	No
ST8SIA3		3	3	0.7%	No
NMD3		3	3	0.7%	No
APIP		3	3	0.7%	No
SIDT2		3	3	0.7%	No
RRNAD1		3	3	0.7%	No
TRNT1		3	3	0.7%	No
ABHD5		3	3	0.7%	No
METTL9		3	3	0.7%	No
KMT5B		3	3	0.7%	No
CYB5R4		3	3	0.7%	No
PLEKHO1		3	3	0.7%	No
NT5C3A		3	3	0.7%	No
BFAR		3	3	0.7%	No
PCDH12		3	3	0.7%	No
THEG		3	3	0.7%	No
FAM13B		3	3	0.7%	No
PHF21A		3	3	0.7%	No
MRPL35		3	3	0.7%	No
CABP2		3	3	0.7%	No
HACD3		3	3	0.7%	No
DTL		3	3	0.7%	No
PPHLN1		4	3	0.7%	No
LGSN		3	3	0.7%	No
RAB6B		3	3	0.7%	No
HDAC7		3	3	0.7%	Yes
TRIM33		3	3	0.7%	Yes
NBAS		4	3	0.7%	No
LIPT1		3	3	0.7%	No
PIGT		3	3	0.7%	No
ATP6V1H		3	3	0.7%	No
ASB2		3	3	0.7%	No
GPRC5B		3	3	0.7%	No
RTEL1		3	3	0.7%	Yes
ADA2		3	3	0.7%	No
BTBD1		3	3	0.7%	No
ZFYVE1		3	3	0.7%	No
TPCN1		3	3	0.7%	No
FGFRL1		3	3	0.7%	No
CPSF2		3	3	0.7%	No
UNC93A		3	3	0.7%	No
SIAE		3	3	0.7%	No
DNAJC10		4	3	0.7%	No
SH3TC1		3	3	0.7%	No
FBXW5		3	3	0.7%	No
DGCR8		3	3	0.7%	No
CPVL		3	3	0.7%	No
PCDH18		4	3	0.7%	No
PUS7		3	3	0.7%	No
ASNSD1		3	3	0.7%	No
USP53		3	3	0.7%	No
FAM193B		3	3	0.7%	No
MTMR12		3	3	0.7%	No
EQTN		3	3	0.7%	No
L1TD1		3	3	0.7%	No
FBXL19		3	3	0.7%	No
MINDY2		3	3	0.7%	No
RRN3		3	3	0.7%	No
ZNF853		3	3	0.7%	No
NUTM2F		3	3	0.7%	No
FAM20A		3	3	0.7%	No
CNNM2		3	3	0.7%	No
BEST2		3	3	0.7%	No
FAM83E		3	3	0.7%	No
TMEM104		3	3	0.7%	No
PIGG		3	3	0.7%	No
ZCCHC2		3	3	0.7%	No
ST7L		3	3	0.7%	No
UHRF1BP1		3	3	0.7%	No
LAX1		3	3	0.7%	No
FOCAD		3	3	0.7%	No
GEMIN8		3	3	0.7%	No
UCKL1		3	3	0.7%	No
TMEM132A		3	3	0.7%	No
THG1L		3	3	0.7%	No
RMND1		3	3	0.7%	No
TTC38		3	3	0.7%	No
FBXO34		3	3	0.7%	No
WIPI1		3	3	0.7%	No
OXR1		3	3	0.7%	No
FEZF2		3	3	0.7%	No
CCDC186		3	3	0.7%	No
GPATCH1		3	3	0.7%	No
CRTAC1		3	3	0.7%	No
ARMC4		3	3	0.7%	No
RBM28		3	3	0.7%	No
FIGN		3	3	0.7%	No
LRRC8D		3	3	0.7%	No
SDAD1		3	3	0.7%	No
ARHGEF10L		3	3	0.7%	No
MRM3		3	3	0.7%	No
APPL2		3	3	0.7%	No
MAP1S		3	3	0.7%	No
DPPA4		3	3	0.7%	No
TMLHE		3	3	0.7%	No
MACO1		3	3	0.7%	No
USP40		3	3	0.7%	No
OGFOD1		3	3	0.7%	No
SLC47A1		3	3	0.7%	No
NEIL3		3	3	0.7%	No
PCMTD2		4	3	0.7%	No
PHF10		3	3	0.7%	No
PGM2		3	3	0.7%	No
CWF19L1		3	3	0.7%	No
OLAH		3	3	0.7%	No
TMA16		3	3	0.7%	No
MCM10		4	3	0.7%	No
NCBP3		3	3	0.7%	No
YOD1		3	3	0.7%	No
CHST12		3	3	0.7%	No
TRPV6		3	3	0.7%	No
SAGE1		3	3	0.7%	No
SMPD3		3	3	0.7%	No
ASIC4		4	3	0.7%	No
SLC30A10		4	3	0.7%	No
PLXNA3		3	3	0.7%	No
SUPT20H		3	3	0.7%	No
THUMPD1		3	3	0.7%	No
POMGNT1		3	3	0.7%	No
LRRC40		3	3	0.7%	No
ZNF416		3	3	0.7%	No
HIF1AN		3	3	0.7%	No
NPLOC4		3	3	0.7%	No
LUC7L		3	3	0.7%	No
MAP7D1		3	3	0.7%	No
ZNF334		3	3	0.7%	No
WDR11		3	3	0.7%	No
POLR3E		3	3	0.7%	No
FAM222B		3	3	0.7%	No
EDEM2		3	3	0.7%	No
CCAR1		3	3	0.7%	No
AGK		3	3	0.7%	No
TTC17		3	3	0.7%	No
TRERF1		3	3	0.7%	No
ADCY10		3	3	0.7%	No
DOK5		3	3	0.7%	No
DCAF6		3	3	0.7%	No
APOBR		3	3	0.7%	No
RCC2		3	3	0.7%	No
KLHL7		3	3	0.7%	No
PCDHGB6		3	3	0.7%	No
PCDHGA2		3	3	0.7%	No
PCDHB3		3	3	0.7%	No
STK31		3	3	0.7%	No
FAM214A		3	3	0.7%	No
ZNF253		3	3	0.7%	No
YLPM1		4	3	0.7%	No
GKN1		3	3	0.7%	No
PPAN		3	3	0.7%	No
EIF4ENIF1		3	3	0.7%	No
CYP26B1		3	3	0.7%	No
SLC2A9		3	3	0.7%	No
TMPRSS4		3	3	0.7%	No
BARHL1		3	3	0.7%	No
GRIPAP1		3	3	0.7%	No
MDM1		3	3	0.7%	No
LGALS14		4	3	0.7%	No
UBQLN4		3	3	0.7%	No
DPYSL5		3	3	0.7%	No
ANKS1B		3	3	0.7%	No
SEMA3G		3	3	0.7%	No
MCCC1		3	3	0.7%	No
PRDM11		3	3	0.7%	No
BBX		3	3	0.7%	No
CABP4		3	3	0.7%	No
COQ9		3	3	0.7%	No
UTP3		3	3	0.7%	No
RPGRIP1		4	3	0.7%	No
REXO4		3	3	0.7%	No
CAMK1D		3	3	0.7%	No
CD248		3	3	0.7%	No
PLXDC1		3	3	0.7%	No
RHBG		3	3	0.7%	No
APMAP		3	3	0.7%	No
SCYL3		3	3	0.7%	No
SLC44A2		3	3	0.7%	No
SLC39A10		4	3	0.7%	No
SELENON		3	3	0.7%	No
KAT14		3	3	0.7%	No
CBX8		3	3	0.7%	No
TTYH1		3	3	0.7%	No
MRS2		3	3	0.7%	No
CYP20A1		3	3	0.7%	No
LRTM1		3	3	0.7%	No
NDRG3		3	3	0.7%	No
REXO1		3	3	0.7%	No
TMCC3		3	3	0.7%	No
LRRC47		3	3	0.7%	No
ZNF512B		3	3	0.7%	No
NLGN4X		3	3	0.7%	No
CASKIN2		5	3	0.7%	No
WDR35		3	3	0.7%	No
ZNF471		3	3	0.7%	No
KIF17		3	3	0.7%	No
RIC1		3	3	0.7%	No
MRTFA		3	3	0.7%	Yes
PDZD4		3	3	0.7%	No
FAM234B		3	3	0.7%	No
VPS18		3	3	0.7%	No
LRFN1		3	3	0.7%	No
LRRN1		3	3	0.7%	No
ZSWIM5		3	3	0.7%	No
PHF12		3	3	0.7%	No
BEND3		3	3	0.7%	No
ZSWIM6		3	3	0.7%	No
TNRC6C		3	3	0.7%	No
KIAA1586		3	3	0.7%	No
DDX55		3	3	0.7%	No
SLC7A14		3	3	0.7%	No
KIAA1614		3	3	0.7%	No
WDR19		3	3	0.7%	No
ZP4		3	3	0.7%	No
SLC46A2		3	3	0.7%	No
ZBED5		3	3	0.7%	No
ZNF71		4	3	0.7%	No
IL22RA1		3	3	0.7%	No
ENPP5		3	3	0.7%	No
ACE2		3	3	0.7%	No
HRH4		3	3	0.7%	No
SCPEP1		3	3	0.7%	No
KLHL12		3	3	0.7%	No
AFAP1		3	3	0.7%	No
CDH26		3	3	0.7%	No
CCDC90B		3	3	0.7%	No
CELF6		3	3	0.7%	No
BCORL1		4	3	0.7%	Yes
BCAN		3	3	0.7%	No
RNF123		3	3	0.7%	No
ANKEF1		3	3	0.7%	No
XPNPEP3		3	3	0.7%	No
ZNF667		3	3	0.7%	No
NEUROD6		3	3	0.7%	No
PRDM16		3	3	0.7%	Yes
FIGNL1		3	3	0.7%	No
MMP27		3	3	0.7%	No
SNX16		3	3	0.7%	No
PARVG		3	3	0.7%	No
SLC39A8		3	3	0.7%	No
DUS1L		3	3	0.7%	No
KIF9		3	3	0.7%	No
STRA6		3	3	0.7%	No
ROBO3		3	3	0.7%	No
NOC3L		3	3	0.7%	No
RNF25		3	3	0.7%	No
NFKBIZ		4	3	0.7%	No
ARHGAP9		3	3	0.7%	No
HIF3A		3	3	0.7%	No
MMP25		3	3	0.7%	No
GMCL1		3	3	0.7%	No
GZF1		4	3	0.7%	No
TMEM168		3	3	0.7%	No
SUSD1		3	3	0.7%	No
DCLRE1C		3	3	0.7%	No
INF2		3	3	0.7%	No
ACTR6		3	3	0.7%	No
MRPS25		3	3	0.7%	No
NOM1		3	3	0.7%	No
DNAI2		4	3	0.7%	No
METTL17		3	3	0.7%	No
SMYD3		3	3	0.7%	Yes
CCDC14		3	3	0.7%	No
ENGASE		3	3	0.7%	No
EPS8L2		3	3	0.7%	No
DEPTOR		3	3	0.7%	No
SPATA20		3	3	0.7%	No
PLEKHG2		3	3	0.7%	No
DCLRE1B		3	3	0.7%	No
RFX7		4	3	0.7%	No
MRPL9		3	3	0.7%	No
CDK15		3	3	0.7%	No
VPS33A		3	3	0.7%	No
TMEM135		3	3	0.7%	No
JMJD4		3	3	0.7%	No
ZSWIM4		3	3	0.7%	No
ZNF649		3	3	0.7%	No
BRD9		3	3	0.7%	No
ZSCAN18		3	3	0.7%	No
ZBTB10		3	3	0.7%	No
BOLL		3	3	0.7%	No
COLEC11		3	3	0.7%	No
PCYOX1L		3	3	0.7%	No
GDAP1L1		3	3	0.7%	No
FASTKD3		4	3	0.7%	No
CCDC86		3	3	0.7%	No
TAF1D		3	3	0.7%	No
NDUFAF5		3	3	0.7%	No
MBOAT7		3	3	0.7%	No
TNIP2		3	3	0.7%	No
GNPTAB		4	3	0.7%	No
IRX6		3	3	0.7%	No
IRX1		3	3	0.7%	No
DCAF10		3	3	0.7%	No
FCRL2		3	3	0.7%	No
HAUS3		3	3	0.7%	No
WDR25		3	3	0.7%	No
GCC1		3	3	0.7%	No
EPS8L3		3	3	0.7%	No
MRPL24		3	3	0.7%	No
ARMH3		3	3	0.7%	No
SAP130		3	3	0.7%	No
CEP97		3	3	0.7%	No
PGBD5		3	3	0.7%	Yes
TANGO6		3	3	0.7%	No
NDNF		3	3	0.7%	No
OGFRL1		3	3	0.7%	No
SH3TC2		3	3	0.7%	No
ARSJ		3	3	0.7%	No
SRD5A3		3	3	0.7%	No
EFCAB1		3	3	0.7%	No
HECTD3		3	3	0.7%	No
BEND5		3	3	0.7%	No
RPAP3		3	3	0.7%	No
ARHGAP10		3	3	0.7%	No
SMC6		3	3	0.7%	No
CENPU		3	3	0.7%	No
ZC2HC1C		3	3	0.7%	No
VPS37B		3	3	0.7%	No
THAP9		3	3	0.7%	No
WDR59		3	3	0.7%	No
KCTD17		3	3	0.7%	No
ZNF750		3	3	0.7%	No
ZNF668		3	3	0.7%	No
ELMO3		3	3	0.7%	No
ACBD4		3	3	0.7%	No
IQCA1		3	3	0.7%	No
LRRC31		3	3	0.7%	No
GSDMD		3	3	0.7%	No
WDR78		3	3	0.7%	No
TMC5		3	3	0.7%	No
AGBL2		3	3	0.7%	No
FAM124B		3	3	0.7%	No
TM4SF20		3	3	0.7%	No
ZNF669		3	3	0.7%	No
ALG13		3	3	0.7%	No
THSD4		4	3	0.7%	No
ZC3H14		4	3	0.7%	No
HDAC11		3	3	0.7%	No
RIN3		3	3	0.7%	No
BTNL8		3	3	0.7%	No
PYROXD1		3	3	0.7%	No
SETD6		3	3	0.7%	Yes
SYNPO2L		3	3	0.7%	No
COQ8B		3	3	0.7%	No
PLPPR3		3	3	0.7%	No
PLEKHS1		3	3	0.7%	No
PDZD7		3	3	0.7%	No
DENND1C		3	3	0.7%	No
ATAT1		3	3	0.7%	No
CPED1		4	3	0.7%	No
PLEKHH3		3	3	0.7%	No
GREB1L		3	3	0.7%	No
RMI1		3	3	0.7%	No
PHC3		3	3	0.7%	No
TMEM62		4	3	0.7%	No
CSRNP3		3	3	0.7%	No
ZNF614		3	3	0.7%	No
ARL14		3	3	0.7%	No
BBOF1		3	3	0.7%	No
RPF1		3	3	0.7%	No
PTGES2		3	3	0.7%	No
UXS1		3	3	0.7%	No
MOGAT2		3	3	0.7%	No
CEP290		3	3	0.7%	No
NAA50		3	3	0.7%	No
ACSF2		3	3	0.7%	No
RAB11FIP1		3	3	0.7%	No
TRIM45		3	3	0.7%	No
TET1		3	3	0.7%	Yes
EPC1		3	3	0.7%	No
CPEB4		3	3	0.7%	No
ZKSCAN3		3	3	0.7%	No
SP6		3	3	0.7%	No
CEP70		3	3	0.7%	No
ADAM33		3	3	0.7%	No
WDR61		3	3	0.7%	No
PBX4		3	3	0.7%	No
ACAD10		4	3	0.7%	No
TMEM121		3	3	0.7%	No
PRR7		3	3	0.7%	No
TMEM177		3	3	0.7%	No
ZFP91		3	3	0.7%	No
WNT5B		3	3	0.7%	No
COLEC12		3	3	0.7%	No
OR51G2		3	3	0.7%	No
OR4P4		3	3	0.7%	No
OR6N2		3	3	0.7%	No
CFHR5		3	3	0.7%	No
TDRD3		3	3	0.7%	No
CSRNP2		3	3	0.7%	No
ANKRD13C		3	3	0.7%	No
NIPA2		3	3	0.7%	No
ACSBG2		3	3	0.7%	No
ITM2C		3	3	0.7%	No
CCNL2		3	3	0.7%	No
TRIM7		3	3	0.7%	No
NUAK2		3	3	0.7%	No
OR12D3		3	3	0.7%	No
SBF2		3	3	0.7%	No
HDHD3		3	3	0.7%	No
KATNAL2		3	3	0.7%	No
RASSF5		3	3	0.7%	No
FAM107B		3	3	0.7%	No
TRAPPC9		3	3	0.7%	No
ESPN		3	3	0.7%	No
TAS1R3		3	3	0.7%	No
TMTC1		3	3	0.7%	No
USHBP1		3	3	0.7%	No
SPATA9		3	3	0.7%	No
SPATA16		3	3	0.7%	No
CCDC8		3	3	0.7%	No
TMPRSS13		3	3	0.7%	No
EMILIN2		3	3	0.7%	No
PLEKHN1		3	3	0.7%	No
FAM186B		3	3	0.7%	No
ENKD1		3	3	0.7%	No
NSRP1		3	3	0.7%	No
USP42		3	3	0.7%	No
ZNF644		3	3	0.7%	No
ARID5B		3	3	0.7%	Yes
LOXL4		3	3	0.7%	No
POLR1B		3	3	0.7%	No
MINDY4		3	3	0.7%	No
ZCCHC7		3	3	0.7%	No
SLITRK6		4	3	0.7%	No
WDR24		3	3	0.7%	No
ZDHHC18		3	3	0.7%	No
SLC37A3		3	3	0.7%	No
POLR3GL		4	3	0.7%	No
TMEM175		3	3	0.7%	No
MON1A		3	3	0.7%	No
COG8		3	3	0.7%	No
HPS3		3	3	0.7%	No
HHIPL1		3	3	0.7%	No
ZNF527		3	3	0.7%	No
MCHR2		3	3	0.7%	No
COL25A1		3	3	0.7%	No
ZNF594		3	3	0.7%	No
KISS1R		3	3	0.7%	No
TRIM55		3	3	0.7%	No
TRIM63		3	3	0.7%	No
SPATA22		3	3	0.7%	No
PIGO		3	3	0.7%	No
CNDP1		3	3	0.7%	No
ZNF577		3	3	0.7%	No
PYROXD2		3	3	0.7%	No
MFSD9		3	3	0.7%	No
ZNF496		3	3	0.7%	No
HPDL		3	3	0.7%	No
LRCH3		4	3	0.7%	No
CCDC142		3	3	0.7%	No
C1ORF198		3	3	0.7%	No
ADO		3	3	0.7%	No
LINGO1		3	3	0.7%	No
RNFT2		3	3	0.7%	No
TMEM87B		3	3	0.7%	No
MEDAG		3	3	0.7%	No
CORO6		3	3	0.7%	No
WDR73		3	3	0.7%	No
FRMD5		3	3	0.7%	No
UBL7		3	3	0.7%	No
MICALL1		3	3	0.7%	No
DNAJC14		3	3	0.7%	No
NKD1		3	3	0.7%	No
NKD2		3	3	0.7%	No
KIAA1755		3	3	0.7%	No
UNK		3	3	0.7%	No
CIPC		3	3	0.7%	No
FHDC1		4	3	0.7%	No
GALP		3	3	0.7%	No
ATG16L2		3	3	0.7%	No
LHX4		3	3	0.7%	No
KBTBD6		3	3	0.7%	No
GLB1L2		3	3	0.7%	No
FAM181A		3	3	0.7%	No
HS6ST2		3	3	0.7%	No
EFCAB12		3	3	0.7%	No
TP53I13		4	3	0.7%	No
ZNF160		3	3	0.7%	No
CTU1		4	3	0.7%	No
TICRR		3	3	0.7%	No
KNSTRN		3	3	0.7%	Yes
BMF		3	3	0.7%	No
ZNF799		3	3	0.7%	No
STARD13		3	3	0.7%	No
LRSAM1		3	3	0.7%	No
TRIM41		3	3	0.7%	No
DHX57		3	3	0.7%	No
TMEM259		3	3	0.7%	No
ZNF502		3	3	0.7%	No
ANKRD44		3	3	0.7%	No
ZNF845		3	3	0.7%	No
YTHDC1		3	3	0.7%	No
ALKBH8		3	3	0.7%	No
EXOC3L4		5	3	0.7%	No
INTS4		3	3	0.7%	No
DSEL		3	3	0.7%	No
LMBRD2		3	3	0.7%	No
ZNF585B		3	3	0.7%	No
MEX3A		3	3	0.7%	No
SPSB4		3	3	0.7%	No
PXYLP1		3	3	0.7%	No
SPECC1		3	3	0.7%	No
HIST3H2A		3	3	0.7%	No
NT5C1B		4	3	0.7%	No
PIGM		3	3	0.7%	No
TBC1D31		3	3	0.7%	No
TADA2B		3	3	0.7%	No
CPA5		3	3	0.7%	No
TTYH2		3	3	0.7%	No
POM121L2		3	3	0.7%	No
FTMT		3	3	0.7%	No
PAXBP1		5	3	0.7%	No
FOXQ1		3	3	0.7%	No
CAVIN3		3	3	0.7%	No
RWDD2A		3	3	0.7%	No
PLCD3		3	3	0.7%	No
MTFR2		3	3	0.7%	No
SAAL1		3	3	0.7%	No
LARP4		4	3	0.7%	No
GLCCI1		3	3	0.7%	No
ZBED6CL		3	3	0.7%	No
PKD1L2		3	3	0.7%	No
BTBD9		3	3	0.7%	No
SLC25A25		3	3	0.7%	No
SLITRK1		3	3	0.7%	No
PNMA5		3	3	0.7%	No
ZNF618		3	3	0.7%	No
FBXO17		3	3	0.7%	No
GBP4		3	3	0.7%	No
ARHGAP33		3	3	0.7%	No
EVI5L		3	3	0.7%	No
FOXP4		3	3	0.7%	No
FAM122A		3	3	0.7%	No
ART5		3	3	0.7%	No
AGAP3		3	3	0.7%	No
MIA2		4	3	0.7%	No
RAB3IP		3	3	0.7%	No
GALNT15		3	3	0.7%	No
TMC2		3	3	0.7%	No
PARD3B		3	3	0.7%	No
CFAP70		3	3	0.7%	No
CALHM3		3	3	0.7%	No
LARGE2		3	3	0.7%	No
DBX1		3	3	0.7%	No
